Id,SampleEventId,InputFileId,Type,Origin,TrophicMode,TaxonomicKingdom,TaxonomicOrder,TaxonomicFamily,TaxonomicGenus,TaxonomicSpecies,SamplePooling,StatisticalPooling,SampleSize,DevelopmentStage,GutClearance,OrganismMass,OrganismMassType,OrganismMassUnits,OrganismSizeNotes,OrganismSampled,TissueSampled,CarbonMean,CarbonStdev,CarbonUnits,CarbonMethod,CarbonMethodUrl,NitrogenMean,NitrogenStdev,NitrogenUnits,NitrogenMethod,NitrogenMethodUrl,PhosphorusMean,PhosphorusStdev,PhosphorusUnits,PhosphorusMethod,PhosphorusMethodUrl,CarbonToNitrogenRatio,CarbonToPhosphorusRatio,NitrogenToPhosphorusRatio,OtherElementsReported,Isotope13C,Isotope13CStDev,Isotope15N,Isotope15NStDev,OtherIsotopesReported,Chlorophyll,ChlorophyllUnits,ResourceQuantityReported,OrganismSampleId,Notes
4244,6197,3,Periphyton,Epilithon,other,NA,NA,NA,NA,NA,NA_unknown,NA_unknown,1,NA,NA,0.00121225,AFDM,g_cm2,NA,whole_organism,NA,525.10764755,NA,ugC_cm2,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,26.8818059,NA,ugN_cm2,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,8.26896301,NA,ugP_cm2,ICP_OMS,https://data.neonscience.org/documents/10179/3070551/ICPMetalsLab_P_V1.2/9788982b-217f-4217-9708-6607a679c957,22.78019355,163.76589556,7.18895979,TRUE,-18.66,NA,-3.11,NA,TRUE,NA,NA,FALSE,"{""parentSampleID"":[""REDB.20170405.EPILITHON.1""]}",NA
4245,6197,3,Periphyton,Epilithon,other,NA,NA,NA,NA,NA,NA_unknown,NA_unknown,1,NA,NA,0.00166251,AFDM,g_cm2,NA,whole_organism,NA,1160.89349543,NA,ugC_cm2,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,89.55486284,NA,ugN_cm2,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,8.88715711,NA,ugP_cm2,ICP_OMS,https://data.neonscience.org/documents/10179/3070551/ICPMetalsLab_P_V1.2/9788982b-217f-4217-9708-6607a679c957,15.11717749,336.86484485,22.28358072,TRUE,-20.33,NA,1.51,NA,TRUE,NA,NA,FALSE,"{""parentSampleID"":[""REDB.20170405.EPILITHON.2""]}",NA
4246,6197,3,Periphyton,Epilithon,other,NA,NA,NA,NA,NA,NA_unknown,NA_unknown,1,NA,NA,0.00292602,AFDM,g_cm2,NA,whole_organism,NA,852.73969576,NA,ugC_cm2,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,39.22759102,NA,ugN_cm2,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,69.17485786,NA,ugP_cm2,ICP_OMS,https://data.neonscience.org/documents/10179/3070551/ICPMetalsLab_P_V1.2/9788982b-217f-4217-9708-6607a679c957,25.35083969,31.79028162,1.25401296,TRUE,-16.72,NA,4.12,NA,TRUE,NA,NA,FALSE,"{""parentSampleID"":[""REDB.20170405.EPILITHON.3""]}",NA
4247,6197,3,Periphyton,Epilithon,other,NA,NA,NA,NA,NA,NA_unknown,NA_unknown,1,NA,NA,0.00429482,AFDM,g_cm2,NA,whole_organism,NA,2141.09584996,NA,ugC_cm2,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,77.09375312,NA,ugN_cm2,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,37.76311513,NA,ugP_cm2,ICP_OMS,https://data.neonscience.org/documents/10179/3070551/ICPMetalsLab_P_V1.2/9788982b-217f-4217-9708-6607a679c957,32.38802221,146.21585475,4.51450397,TRUE,-15.51,NA,4.81,NA,TRUE,NA,NA,FALSE,"{""parentSampleID"":[""REDB.20170405.EPILITHON.4""]}",NA
4248,6197,3,Periphyton,Epilithon,other,NA,NA,NA,NA,NA,NA_unknown,NA_unknown,1,NA,NA,0.00337697,AFDM,g_cm2,NA,whole_organism,NA,1438.69378637,NA,ugC_cm2,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,68.34756858,NA,ugN_cm2,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,20.93162926,NA,ugP_cm2,ICP_OMS,https://data.neonscience.org/documents/10179/3070551/ICPMetalsLab_P_V1.2/9788982b-217f-4217-9708-6607a679c957,24.54781298,177.25214698,7.22068997,TRUE,-18.23,NA,3.42,NA,TRUE,NA,NA,FALSE,"{""parentSampleID"":[""REDB.20170405.EPILITHON.5""]}",NA
4249,6197,3,Periphyton,Epipelon,other,NA,NA,NA,NA,NA,NA_unknown,NA_unknown,1,NA,NA,0.00138936,AFDM,g_cm2,NA,whole_organism,NA,956.68967329,NA,ugC_cm2,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,42.97413607,NA,ugN_cm2,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,13.27827636,NA,ugP_cm2,ICP_OMS,https://data.neonscience.org/documents/10179/3070551/ICPMetalsLab_P_V1.2/9788982b-217f-4217-9708-6607a679c957,25.96159908,185.80421134,7.15688624,TRUE,-18.86,NA,1.26,NA,TRUE,NA,NA,FALSE,"{""parentSampleID"":[""REDB.20170405.EPIPELON.1""]}",NA
4250,6197,3,Periphyton,Epipelon,other,NA,NA,NA,NA,NA,NA_unknown,NA_unknown,1,NA,NA,0.0073678,AFDM,g_cm2,NA,whole_organism,NA,576.90565005,NA,ugC_cm2,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,60.3003326,NA,ugN_cm2,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,48.55254294,NA,ugP_cm2,ICP_OMS,https://data.neonscience.org/documents/10179/3070551/ICPMetalsLab_P_V1.2/9788982b-217f-4217-9708-6607a679c957,11.15713254,30.64213218,2.74641644,TRUE,-20.89,NA,1.4,NA,TRUE,NA,NA,FALSE,"{""parentSampleID"":[""REDB.20170405.EPIPELON.2""]}",NA
4251,6197,3,Periphyton,Epipelon,other,NA,NA,NA,NA,NA,NA_unknown,NA_unknown,1,NA,NA,0.01010441,AFDM,g_cm2,NA,whole_organism,NA,24.94078814,NA,ugC_cm2,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,261.26256652,NA,ugN_cm2,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,57.69729875,NA,ugP_cm2,ICP_OMS,https://data.neonscience.org/documents/10179/3070551/ICPMetalsLab_P_V1.2/9788982b-217f-4217-9708-6607a679c957,0.111327,1.11475868,10.01337246,TRUE,-25.22,NA,6.47,NA,TRUE,NA,NA,FALSE,"{""parentSampleID"":[""REDB.20170405.EPIPELON.3""]}",NA
4252,6198,3,Periphyton,Epilithon,other,NA,NA,NA,NA,NA,NA_unknown,NA_unknown,1,NA,NA,5.1953e-4,AFDM,g_cm2,NA,whole_organism,NA,1164.4292394,NA,ugC_cm2,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,54.56400665,NA,ugN_cm2,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,7.88710515,NA,ugP_cm2,ICP_OMS,https://data.neonscience.org/documents/10179/3070551/ICPMetalsLab_P_V1.2/9788982b-217f-4217-9708-6607a679c957,24.88710365,380.73398246,15.29844484,TRUE,-16.24,NA,3.7,NA,TRUE,NA,NA,FALSE,"{""parentSampleID"":[""REDB.20170718.EPILITHON.6""]}",NA
4253,6198,3,Periphyton,Epilithon,other,NA,NA,NA,NA,NA,NA_unknown,NA_unknown,1,NA,NA,5.1953e-4,AFDM,g_cm2,NA,whole_organism,NA,1156.13767664,NA,ugC_cm2,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,77.01579385,NA,ugN_cm2,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,36.41739401,NA,ugP_cm2,ICP_OMS,https://data.neonscience.org/documents/10179/3070551/ICPMetalsLab_P_V1.2/9788982b-217f-4217-9708-6607a679c957,17.50641686,81.8703901,4.6765932,TRUE,-15.95,NA,2.1,NA,TRUE,NA,NA,FALSE,"{""parentSampleID"":[""REDB.20170718.EPILITHON.7""]}",NA
4254,6198,3,Periphyton,Epilithon,other,NA,NA,NA,NA,NA,NA_unknown,NA_unknown,1,NA,NA,5.1953e-4,AFDM,g_cm2,NA,whole_organism,NA,645.38092269,NA,ugC_cm2,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,35.55621363,NA,ugN_cm2,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,11.04868038,NA,ugP_cm2,ICP_OMS,https://data.neonscience.org/documents/10179/3070551/ICPMetalsLab_P_V1.2/9788982b-217f-4217-9708-6607a679c957,21.16742961,150.63707825,7.11645585,TRUE,-18.36,NA,2.72,NA,TRUE,NA,NA,FALSE,"{""parentSampleID"":[""REDB.20170718.EPILITHON.8""]}",NA
4255,6198,3,Periphyton,Epipelon,other,NA,NA,NA,NA,NA,NA_unknown,NA_unknown,1,NA,NA,NA,NA,NA,NA,whole_organism,NA,125569.47,NA,ugC_L,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,4435.22,NA,ugN_L,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,19187.88,NA,ugP_L,ICP_OMS,https://data.neonscience.org/documents/10179/3070551/ICPMetalsLab_P_V1.2/9788982b-217f-4217-9708-6607a679c957,33.01690816,16.87653319,0.5111482,TRUE,-20.43,NA,6.65,NA,TRUE,NA,NA,FALSE,"{""parentSampleID"":[""REDB.20170718.EPIPELON.1""]}",NA
4256,6198,3,Periphyton,Epipelon,other,NA,NA,NA,NA,NA,NA_unknown,NA_unknown,1,NA,NA,0.0096834,AFDM,g_cm2,NA,whole_organism,NA,560.59405524,NA,ugC_cm2,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,39.24877905,NA,ugN_cm2,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,25.52631357,NA,ugP_cm2,ICP_OMS,https://data.neonscience.org/documents/10179/3070551/ICPMetalsLab_P_V1.2/9788982b-217f-4217-9708-6607a679c957,16.65673377,56.63521564,3.40013933,TRUE,-28.21,NA,6.57,NA,TRUE,NA,NA,FALSE,"{""parentSampleID"":[""REDB.20170718.EPIPELON.2""]}",NA
4257,6198,3,Periphyton,Epipelon,other,NA,NA,NA,NA,NA,NA_unknown,NA_unknown,1,NA,NA,0.00474234,AFDM,g_cm2,NA,whole_organism,NA,500.16911822,NA,ugC_cm2,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,27.65192321,NA,ugN_cm2,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,58.15705221,NA,ugP_cm2,ICP_OMS,https://data.neonscience.org/documents/10179/3070551/ICPMetalsLab_P_V1.2/9788982b-217f-4217-9708-6607a679c957,21.09400473,22.17893349,1.05143304,TRUE,-22.47,NA,6.52,NA,TRUE,NA,NA,FALSE,"{""parentSampleID"":[""REDB.20170718.EPIPELON.3""]}",NA
4464,6226,3,Seston,Sestonic,other,NA,NA,NA,NA,NA,NA_unknown,NA_unknown,1,NA,NA,0.16,AFDM,g_L,NA,whole_organism,NA,189.2,NA,ugC_L,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,9.56,NA,ugN_L,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,0.72,NA,ugP_L,ICP_OMS,https://data.neonscience.org/documents/10179/3070551/ICPMetalsLab_P_V1.2/9788982b-217f-4217-9708-6607a679c957,23.07973124,677.66461017,29.36189347,TRUE,-27.27,NA,-5.89,NA,TRUE,NA,NA,FALSE,"{""parentSampleID"":[""MCRA.20170801.SESTON.1""]}",NA
4465,6227,3,Seston,Sestonic,other,NA,NA,NA,NA,NA,NA_unknown,NA_unknown,1,NA,NA,0.00666667,AFDM,g_L,NA,whole_organism,NA,61.45,NA,ugC_L,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,4.22,NA,ugN_L,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,0.32,NA,ugP_L,ICP_OMS,https://data.neonscience.org/documents/10179/3070551/ICPMetalsLab_P_V1.2/9788982b-217f-4217-9708-6607a679c957,16.98153497,495.21988987,29.16225717,TRUE,-27.27,NA,1.7,NA,TRUE,NA,NA,FALSE,"{""parentSampleID"":[""MCRA.20170926.SESTON.1""]}",NA
4466,6228,3,Periphyton,Epilithon,other,NA,NA,NA,NA,NA,NA_unknown,NA_unknown,1,NA,NA,0.00197423,AFDM,g_cm2,NA,whole_organism,NA,123.0617207,NA,ugC_cm2,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,16.37328554,NA,ugN_cm2,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,1.49428512,NA,ugP_cm2,ICP_OMS,https://data.neonscience.org/documents/10179/3070551/ICPMetalsLab_P_V1.2/9788982b-217f-4217-9708-6607a679c957,8.76505519,212.38100993,24.23042471,TRUE,-29.88,NA,1.47,NA,TRUE,NA,NA,FALSE,"{""parentSampleID"":[""MCRA.20170801.EPILITHON.2""]}",NA
4467,6228,3,Periphyton,Epilithon,other,NA,NA,NA,NA,NA,NA_unknown,NA_unknown,1,NA,NA,0.00197423,AFDM,g_cm2,NA,whole_organism,NA,149.79784913,NA,ugC_cm2,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,15.34637365,NA,ugN_cm2,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,0.54431629,NA,ugP_cm2,ICP_OMS,https://data.neonscience.org/documents/10179/3070551/ICPMetalsLab_P_V1.2/9788982b-217f-4217-9708-6607a679c957,11.38327734,709.70916562,62.34664627,TRUE,-28.92,NA,-0.02,NA,TRUE,NA,NA,FALSE,"{""parentSampleID"":[""MCRA.20170801.EPILITHON.8""]}",NA
4468,6229,3,Periphyton,Epilithon,other,NA,NA,NA,NA,NA,NA_unknown,NA_unknown,1,NA,NA,0.00562829,AFDM,g_cm2,NA,whole_organism,NA,298.30746052,NA,ugC_cm2,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,28.84637365,NA,ugN_cm2,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,11.15108063,NA,ugP_cm2,ICP_OMS,https://data.neonscience.org/documents/10179/3070551/ICPMetalsLab_P_V1.2/9788982b-217f-4217-9708-6607a679c957,12.05980812,68.98796418,5.72048606,TRUE,-28.55,NA,-1.37,NA,TRUE,NA,NA,FALSE,"{""parentSampleID"":[""MCRA.20170926.EPILITHON.1""]}",NA
4469,6229,3,Periphyton,Epilithon,other,NA,NA,NA,NA,NA,NA_unknown,NA_unknown,1,NA,NA,0.00805278,AFDM,g_cm2,NA,whole_organism,NA,308.00405237,NA,ugC_cm2,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,34.78953658,NA,ugN_cm2,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,1.96087905,NA,ugP_cm2,ICP_OMS,https://data.neonscience.org/documents/10179/3070551/ICPMetalsLab_P_V1.2/9788982b-217f-4217-9708-6607a679c957,10.32464896,405.07159846,39.23344999,TRUE,-29.21,NA,0.07,NA,TRUE,NA,NA,FALSE,"{""parentSampleID"":[""MCRA.20170926.EPILITHON.2""]}",NA
4470,6229,3,Periphyton,Epilithon,other,NA,NA,NA,NA,NA,NA_unknown,NA_unknown,1,NA,NA,0.00649418,AFDM,g_cm2,NA,whole_organism,NA,258.30496675,NA,ugC_cm2,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,28.43500623,NA,ugN_cm2,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,0.13544264,NA,ugP_cm2,ICP_OMS,https://data.neonscience.org/documents/10179/3070551/ICPMetalsLab_P_V1.2/9788982b-217f-4217-9708-6607a679c957,10.59368211,4918.16965779,464.25497834,TRUE,-30.57,NA,-5.58,NA,TRUE,NA,NA,FALSE,"{""parentSampleID"":[""MCRA.20170926.EPILITHON.3""]}",NA
4471,6229,3,Periphyton,Epilithon,other,NA,NA,NA,NA,NA,NA_unknown,NA_unknown,1,NA,NA,0.00259767,AFDM,g_cm2,NA,whole_organism,NA,290.23997298,NA,ugC_cm2,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,29.15040524,NA,ugN_cm2,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,1.26013092,NA,ugP_cm2,ICP_OMS,https://data.neonscience.org/documents/10179/3070551/ICPMetalsLab_P_V1.2/9788982b-217f-4217-9708-6607a679c957,11.61128101,593.97439838,51.15494127,TRUE,-31.31,NA,-0.2,NA,TRUE,NA,NA,FALSE,"{""parentSampleID"":[""MCRA.20170926.EPILITHON.4""]}",NA
4472,6229,3,Periphyton,Epilithon,other,NA,NA,NA,NA,NA,NA_unknown,NA_unknown,1,NA,NA,0.00506546,AFDM,g_cm2,NA,whole_organism,NA,303.6145054,NA,ugC_cm2,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,29.62624688,NA,ugN_cm2,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,2.07793017,NA,ugP_cm2,ICP_OMS,https://data.neonscience.org/documents/10179/3070551/ICPMetalsLab_P_V1.2/9788982b-217f-4217-9708-6607a679c957,11.95125152,376.80593709,31.52857561,TRUE,-30.26,NA,-0.43,NA,TRUE,NA,NA,FALSE,"{""parentSampleID"":[""MCRA.20170926.EPILITHON.5""]}",NA
4473,6229,3,Periphyton,Epilithon,other,NA,NA,NA,NA,NA,NA_unknown,NA_unknown,1,NA,NA,0.00240285,AFDM,g_cm2,NA,whole_organism,NA,312.35889443,NA,ugC_cm2,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,34.88253325,NA,ugN_cm2,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,0.43131754,NA,ugP_cm2,ICP_OMS,https://data.neonscience.org/documents/10179/3070551/ICPMetalsLab_P_V1.2/9788982b-217f-4217-9708-6607a679c957,10.44271361,1867.59597079,178.8420176,TRUE,-29.53,NA,0.86,NA,TRUE,NA,NA,FALSE,"{""parentSampleID"":[""MCRA.20170926.EPILITHON.6""]}",NA
4474,6229,3,Periphyton,Epilithon,other,NA,NA,NA,NA,NA,NA_unknown,NA_unknown,1,NA,NA,0.00733842,AFDM,g_cm2,NA,whole_organism,NA,271.01631338,NA,ugC_cm2,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,29.88139027,NA,ugN_cm2,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,2.42071904,NA,ugP_cm2,ICP_OMS,https://data.neonscience.org/documents/10179/3070551/ICPMetalsLab_P_V1.2/9788982b-217f-4217-9708-6607a679c957,10.57699115,288.72023218,27.2970099,TRUE,-30.26,NA,-0.44,NA,TRUE,NA,NA,FALSE,"{""parentSampleID"":[""MCRA.20170926.EPILITHON.7""]}",NA
4475,6229,3,Periphyton,Epilithon,other,NA,NA,NA,NA,NA,NA_unknown,NA_unknown,1,NA,NA,0.00441604,AFDM,g_cm2,NA,whole_organism,NA,177.24911679,NA,ugC_cm2,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,21.27161264,NA,ugN_cm2,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,1.38762469,NA,ugP_cm2,ICP_OMS,https://data.neonscience.org/documents/10179/3070551/ICPMetalsLab_P_V1.2/9788982b-217f-4217-9708-6607a679c957,9.71742442,329.41110211,33.89901354,TRUE,-29.76,NA,5.12,NA,TRUE,NA,NA,FALSE,"{""parentSampleID"":[""MCRA.20170926.EPILITHON.8""]}",NA
4728,6263,3,Seston,Sestonic,other,NA,NA,NA,NA,NA,NA_unknown,NA_unknown,1,NA,NA,0,AFDM,g_L,NA,whole_organism,NA,196.86,NA,ugC_L,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,17.09,NA,ugN_L,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,0.08,NA,ugP_L,ICP_OMS,https://data.neonscience.org/documents/10179/3070551/ICPMetalsLab_P_V1.2/9788982b-217f-4217-9708-6607a679c957,13.43330655,6345.90642927,472.4009242,TRUE,-29.87,NA,3.85,NA,TRUE,NA,NA,FALSE,"{""parentSampleID"":[""OKSR.20170607.SESTON.9""]}",NA
4729,6264,3,Seston,Sestonic,other,NA,NA,NA,NA,NA,NA_unknown,NA_unknown,1,NA,NA,0,AFDM,g_L,NA,whole_organism,NA,180.41,NA,ugC_L,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,13.67,NA,ugN_L,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,0.24,NA,ugP_L,ICP_OMS,https://data.neonscience.org/documents/10179/3070551/ICPMetalsLab_P_V1.2/9788982b-217f-4217-9708-6607a679c957,15.39074347,1938.54343002,125.95515182,TRUE,-27.08,NA,5.56,NA,TRUE,NA,NA,FALSE,"{""parentSampleID"":[""OKSR.20170807.SESTON.9""]}",NA
4730,6265,3,Periphyton,Epilithon,other,NA,NA,NA,NA,NA,NA_unknown,NA_unknown,1,NA,NA,0.00259767,AFDM,g_cm2,NA,whole_organism,NA,518.02836658,NA,ugC_cm2,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,49.60463425,NA,ugN_cm2,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,0.91931629,NA,ugP_cm2,ICP_OMS,https://data.neonscience.org/documents/10179/3070551/ICPMetalsLab_P_V1.2/9788982b-217f-4217-9708-6607a679c957,12.17864013,1453.16441779,119.32074538,TRUE,-27.89,NA,4.63,NA,TRUE,NA,NA,FALSE,"{""parentSampleID"":[""OKSR.20170607.EPILITHON.1""]}",NA
4731,6265,3,Periphyton,Epilithon,other,NA,NA,NA,NA,NA,NA_unknown,NA_unknown,1,NA,NA,8.6589e-4,AFDM,g_cm2,NA,whole_organism,NA,202.06582502,NA,ugC_cm2,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,23.912354530000002,NA,ugN_cm2,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,0.03340607,NA,ugP_cm2,ICP_OMS,https://data.neonscience.org/documents/10179/3070551/ICPMetalsLab_P_V1.2/9788982b-217f-4217-9708-6607a679c957,9.85457808,15598.88929124,1582.90787953,TRUE,-29.87,NA,3.25,NA,TRUE,NA,NA,FALSE,"{""parentSampleID"":[""OKSR.20170607.EPILITHON.2""]}",NA
